  0.0178571     0.432082
  0.0535714     0.431399
  0.0892857     0.431399
  0.141234     0.430717
  0.176948     0.431399
  0.224026     0.431399
  0.337662     0.430717
  0.431818     0.430717
  0.49513     0.431399
  0.566558     0.431399
  0.657468     0.430717
  0.737013     0.430717
  0.811688     0.430717
  0.873377     0.430034
  0.948052     0.430717
  1.00649     0.430034
  1.08442     0.430717
  1.14935     0.430717
  1.18994     0.431399
  1.22403     0.432082
  1.24513     0.432765
  1.28247     0.431399
  1.32955     0.430717
  1.35877     0.430034
  1.38474     0.429352
  1.45455     0.428669
  1.48864     0.428669
  1.54058     0.429352
  1.59578     0.429352
  1.67857     0.429352
  1.70942     0.427304
  1.76786     0.426621
  1.80519     0.426621
  1.86364     0.425256
  1.9237     0.425939
  1.96591     0.425939
  2.02922     0.425939
  2.08117     0.425256
  2.14448     0.426621
  2.18019     0.425939
  2.21266     0.426621
  2.23864     0.423891
  2.25649     0.421843
  2.27435     0.417065
  2.29708     0.414334
  2.31494     0.410239
  2.33442     0.404096
  2.35065     0.39727
  2.36688     0.391809
  2.37987     0.383618
  2.3961     0.376109
  2.41071     0.363823
  2.4237     0.353584
  2.43344     0.34198
  2.44805     0.32901
  2.45779     0.311945
  2.46591     0.302389
  2.4789     0.285324
  2.49188     0.272355
  2.49513     0.258703
  2.5     0.248464
  2.50487     0.240956
  2.51136     0.232082
  2.51623     0.220478
  2.5211     0.206143
  2.52922     0.193174
  2.53734     0.177474
  2.54058     0.16587
  2.54545     0.148805
  2.55032     0.134471
  2.56006     0.115358
  2.56818     0.0976109
  2.5763     0.0764505
  2.57955     0.0580205
  2.58117     0.0457338
  2.58279     0.0389078
  2.58929     0.0293515
  2.59091     0.0197952
  2.59253     0.0102389
  2.59416     0.00204778
  2.59416     -0.00136519
