  -0.00208766     0.473132
  0.0130541     0.474415
  0.0357861     0.473797
  0.0585132     0.473814
  0.090336     0.473202
  0.114573     0.473857
  0.13883     0.471967
  0.158517     0.473254
  0.196377     0.475827
  0.23881     0.474587
  0.294861     0.475902
  0.331253     0.472114
  0.360046     0.4715
  0.39943     0.472802
  0.450925     0.475385
  0.484288     0.471595
  0.535798     0.47227
  0.572166     0.471662
  0.611569     0.47042
  0.641848     0.473623
  0.663045     0.475547
  0.681242     0.473653
  0.710039     0.472403
  0.735753     0.478146
  0.776676     0.47627
  0.82368     0.471854
  0.866113     0.470615
  0.910033     0.473192
  0.958493     0.476409
  0.98276     0.473247
  1.02066     0.470097
  1.04791     0.473933
  1.1055     0.471433
  1.1676     0.474024
  1.21308     0.471515
  1.25095     0.472816
  1.30246     0.472855
  1.35396     0.475438
  1.40094     0.472931
  1.44188     0.469782
  1.47973     0.473627
  1.51916     0.468569
  1.56159     0.46733
  1.60702     0.47118
  1.64944     0.471848
  1.70701     0.471892
  1.7646     0.470028
  1.80401     0.468787
  1.84038     0.466907
  1.88432     0.46694
  1.94945     0.469534
  2.01612     0.47022
  2.05553     0.467707
  2.1313     0.465857
  2.17979     0.465258
  2.21614     0.467193
  2.26012     0.461504
  2.29954     0.45899
  2.32989     0.452018
  2.35114     0.447582
  2.37089     0.439966
  2.40129     0.427271
  2.41501     0.417106
  2.42723     0.403125
  2.44701     0.39233
  2.45773     0.377711
  2.4684     0.369452
  2.48522     0.349115
  2.49297     0.326228
  2.51131     0.305892
  2.52058     0.282369
  2.52828     0.265205
  2.53902     0.248679
  2.55284     0.224524
  2.56054     0.20736
  2.56683     0.178112
  2.57304     0.157767
  2.58076     0.139331
  2.59001     0.118352
  2.59778     0.0922847
  2.60554     0.0681253
  2.61178     0.0452365
  2.6195     0.0261644
  2.6212     0.00136436
